Slug,Ingredient Name,Also Called,Functions,Description,Jenis Kulit Cocok
rosmarinus-officinalis-leaf-oil,Rosmarinus Officinalis Leaf Oil,Rosemary Leaf Oil,"antioxidant, antimicrobial/antibacterial","Rosmarinus Officinalis (Rosemary) Leaf Oil adalah minyak esensial alami yang diekstrak dari daun tanaman rosemary melalui distilasi uap. Dalam perawatan kulit dan rambut, bahan ini berfungsi sebagai antioksidan kuat dan agen antimikroba yang membantu melindungi kulit dari radikal bebas serta melawan bakteri penyebab jerawat. Minyak ini juga dikenal karena kemampuannya meningkatkan sirkulasi darah pada kulit kepala, sehingga sering digunakan untuk merangsang pertumbuhan rambut, mengurangi kerontokan, dan meredakan ketombe. Selain manfaat fungsionalnya, Rosemary Leaf Oil memberikan aroma herbal yang menyegarkan, meskipun pemilik kulit sangat sensitif perlu berhati-hati karena kandungan senyawa volatil seperti camphor yang dapat memicu iritasi.",Berminyak
rosmarinyl-glucoside,Rosmarinyl Glucoside,,"antioxidant, soothing","Rosmarinyl Glucoside adalah turunan dari asam rosmarinic yang digabungkan dengan glukosa untuk meningkatkan stabilitas dan kelarutannya dalam air. Bahan ini berfungsi sebagai antioksidan kuat dan agen penenang yang bekerja dengan melindungi matriks ekstraseluler kulit, termasuk kolagen dan asam hialuronat, dari kerusakan akibat enzim destruktif dan radikal bebas. Selain membantu menjaga kekencangan dan elastisitas kulit, bahan ini juga memiliki sifat anti-inflamasi yang efektif untuk meredakan iritasi serta memberikan perlindungan jangka panjang terhadap tanda-tanda penuaan dini.",Normal
rubus-fruticosus-seed-oil,Rubus Fruticosus Seed Oil,Blackberry Seed Oil,"antioxidant, emollient","Rubus Fruticosus (Blackberry) Seed Oil adalah minyak nabati yang kaya nutrisi dan diekstrak dari biji buah blackberry, biasanya melalui proses cold-pressed untuk menjaga kemurniannya. Berfungsi utama sebagai emolien dan antioksidan, minyak ini kaya akan asam lemak esensial seperti omega-3 (asam alfa-linolenat) dan omega-6 (asam linoleat) yang membantu memperkuat sawar kulit (skin barrier) serta menjaga kelembapan. Selain itu, kandungan vitamin C dan E serta karotenoid di dalamnya efektif dalam melindungi kulit dari kerusakan akibat radikal bebas, membantu mencerahkan warna kulit, dan mengurangi tanda-penuaan seperti garis halus. Teksturnya yang ringan dan cepat meresap membuatnya cocok untuk semua jenis kulit, termasuk kulit sensitif, dewasa, atau yang sedang mengalami iritasi.",Normal
rubus-idaeus-fruit-extract,Rubus Idaeus Fruit Extract,Raspberry Extract,"antioxidant, soothing, astringent","Rubus Idaeus (Raspberry) Fruit Extract adalah bahan alami yang kaya akan vitamin C, vitamin E, dan polifenol seperti asam ellagic dan antosianin. Dalam perawatan kulit, ekstrak ini berfungsi sebagai antioksidan kuat yang melindungi sel dari kerusakan akibat radikal bebas dan paparan sinar UV, sekaligus membantu mencerahkan rona wajah. Sifat anti-inflamasinya sangat efektif untuk menenangkan kulit sensitif, meredakan kemerahan, dan memperbaiki tekstur kulit. Selain itu, kandungan asam lemak esensialnya membantu menjaga kelembapan dan elastisitas kulit, menjadikannya bahan ideal untuk mencegah tanda-tanda penuaan dini seperti garis halus dan kerutan.",Normal
rumex-acetosa-leaf-extract,Rumex Acetosa Leaf Extract,Sorrel Leaf,emollient,"Rumex Acetosa Leaf Extract, yang lebih dikenal sebagai ekstrak daun sorrel, adalah bahan alami yang kaya akan antioksidan, vitamin C, dan flavonoid. Dalam perawatan kulit, bahan ini berfungsi utama sebagai emolie yang membantu melembutkan dan menghaluskan kulit. Kandungan vitamin C dan senyawa polifenolnya memberikan manfaat pencerah alami dengan menghambat enzim tyrosinase, serta membantu menenangkan iritasi dan melindungi kulit dari kerusakan akibat radikal bebas. Selain itu, sifat astringen alaminya membantu mengecilkan pori-pori dan mengontrol minyak berlebih, menjadikannya bahan yang efektif untuk memperbaiki tekstur dan kecerahan kulit.",Normal
ruscus-aculeatus-root-extract,Ruscus Aculeatus Root Extract,Butcher’s Broom Extract,"soothing, astringent","Ruscus Aculeatus (Butcher’s Broom) Root Extract adalah bahan botani alami yang berasal dari tanaman semak evergreen asal Eropa yang kaya akan saponin steroid, seperti ruscogenin dan neoruscogenin. Dalam perawatan kulit, ekstrak ini dikenal luas karena kemampuannya dalam meningkatkan mikrosirkulasi dan bertindak sebagai vasokonstriktor yang membantu mengencangkan dinding pembuluh darah. Sifat astringen dan anti-inflamasinya menjadikannya bahan populer dalam krim mata untuk mengurangi tampilan kantung mata, lingkaran hitam, dan kemerahan. Selain itu, bahan ini memberikan efek menenangkan pada kulit sensitif serta membantu menjaga elastisitas kulit dengan menghambat enzim yang merusak kolagen dan elastin.",Normal
rutin,Rutin,,antioxidant,"Rutin adalah senyawa flavonoid alami yang ditemukan dalam berbagai tanaman seperti buckwheat, apel, dan buah sitrus. Dalam perawatan kulit, bahan ini berfungsi sebagai antioksidan kuat yang membantu melindungi kulit dari stres oksidatif dan kerusakan akibat radikal bebas serta sinar UV. Rutin dikenal karena kemampuannya dalam mendukung produksi kolagen dan meningkatkan elastisitas kulit untuk menyamarkan tanda-tanda penuaan. Selain itu, bahan ini memiliki sifat anti-inflamasi yang membantu menenangkan iritasi serta meningkatkan sirkulasi darah untuk mengurangi tampilan kantung mata dan kemerahan pada wajah.",Normal
sh-decapeptide-7,SH-Decapeptide-7,"Neuropeptide-2, Neuromatrix","cell-communicating ingredient, antioxidant, buffering, chelating","SH-Decapeptide-7 adalah peptida neuropeptida sintetis yang dirancang untuk meniru fungsi enkephalin, sebuah protein alami dalam tubuh. Terdiri dari rantai 10 asam amino, bahan ini berfungsi sebagai agen komunikasi sel yang membantu kulit mengatur respon terhadap stres eksternal seperti iritasi atau panas. Dalam perawatan kulit, SH-Decapeptide-7 sering digunakan dalam produk anti-penuaan karena kemampuannya untuk mendukung penyembuhan luka, menenangkan kulit, dan bertindak sebagai antioksidan untuk melindungi struktur kulit dari kerusakan radikal bebas.",Normal
sh-octapeptide-4,SH-Octapeptide-4,"Neuropeptide-1, Neurovax","cell-communicating ingredient, antioxidant, chelating","SH-Octapeptide-4, yang juga dikenal dengan nama dagang Neuropeptide-1 atau Neurovax, adalah peptida biomimetik sintetik yang dirancang agar identik secara biokimia dengan protein enkephalin manusia. Terdiri dari delapan asam amino, bahan ini berfungsi sebagai agen penyampai pesan seluler yang membantu menenangkan kulit dengan mengatur respons terhadap iritasi serta faktor eksternal lainnya. Selain sifat penenangnya, bahan ini juga berperan sebagai antioksidan yang melindungi kulit dari kerusakan radikal bebas, agen pengkelat untuk menjaga stabilitas formula, serta diklaim memiliki efek anti-penuaan dan peremajaan pada jaringan kulit maupun folikel rambut.",Normal
sh-oligopeptide-1,SH-Oligopeptide-1,"Epidermal Growth Factor, EGF, rh-Oligopeptide-1",cell-communicating ingredient,"SH-Oligopeptide-1, yang lebih dikenal sebagai Epidermal Growth Factor (EGF), adalah sejenis protein peptida yang berfungsi sebagai bahan komunikasi sel (cell-communicating ingredient) untuk merangsang pertumbuhan, proliferasi, dan regenerasi sel kulit. Dalam perawatan kulit, bahan ini sangat dihargai karena kemampuannya untuk mempercepat penyembuhan luka, memperkuat sawar kulit (skin barrier), serta membantu menyamarkan tanda-tanda penuaan seperti garis halus dan hiperpigmentasi. Selain manfaat anti-penuaan, EGF juga diketahui efektif dalam membantu meredakan peradangan pada jerawat dan meningkatkan tekstur kulit secara keseluruhan dengan merangsang produksi kolagen alami.",Normal
sh-oligopeptide-2,SH-Oligopeptide-2,"Insulin-like growth factor 1, IGF-1, rh-Oligopeptide-2",cell-communicating ingredient,"SH-Oligopeptide-2, yang juga dikenal sebagai Insulin-like Growth Factor 1 (IGF-1), adalah peptida biomimetik yang terdiri dari 70 asam amino dan berfungsi sebagai bahan komunikasi sel (cell-communicating ingredient). Dalam perawatan kulit, bahan ini bekerja dengan cara mengikat reseptor khusus untuk merangsang proliferasi sel, mempercepat penyembuhan luka, serta meningkatkan sintesis kolagen dan elastin guna memperbaiki elastisitas kulit. Sering ditemukan dalam produk anti-penuaan, SH-Oligopeptide-2 membantu mengurangi tampilan garis halus dan kerutan dengan mendukung regenerasi jaringan kulit secara lebih aktif. Selain manfaat untuk wajah, bahan ini juga digunakan dalam perawatan rambut untuk memperkuat kulit kepala dan mendukung pertumbuhan rambut yang lebih sehat melalui stimulasi regenerasi sel.",Normal
sh-polypeptide-1,SH-Polypeptide-1,"Basic Fibroblast Growth Factor, FGF2, rh-Polypeptide-1",cell-communicating ingredient,"SH-Polypeptide-1, yang juga dikenal sebagai Basic Fibroblast Growth Factor (bFGF), adalah peptida sintetis hasil rekayasa genetika yang meniru protein alami dalam tubuh untuk komunikasi antar sel. Bahan ini bekerja dengan cara berikatan pada reseptor sel fibroblast di dermis untuk merangsang proliferasi sel serta mempercepat produksi kolagen dan elastin. Dalam perawatan kulit, SH-Polypeptide-1 sangat efektif untuk meningkatkan elastisitas kulit, mengurangi tampilan kerutan, serta mendukung proses penyembuhan luka dan regenerasi jaringan. Karena kemampuannya dalam memperkuat struktur matriks ekstraseluler, bahan ini sering digunakan dalam produk anti-aging dan serum pemulihan untuk menciptakan kulit yang lebih kencang, kenyal, dan sehat.",Normal
sh-polypeptide-11,SH-Polypeptide-11,"Acidic Fibroblast growth factor, FGF1, rh-Polypeptide-11",cell-communicating ingredient,"SH-Polypeptide-11, yang juga dikenal sebagai Acidic Fibroblast Growth Factor (aFGF), adalah peptida sintetis yang dibuat melalui teknologi DNA rekombinan untuk meniru protein alami dalam tubuh manusia. Sebagai faktor pertumbuhan, bahan ini bekerja sebagai molekul komunikasi seluler yang sangat kuat dengan cara berikatan pada reseptor spesifik di permukaan sel fibroblast, yaitu sel-sel kunci di lapisan dermis yang bertanggung jawab memproduksi kolagen dan elastin. Dengan merangsang proliferasi sel dan regenerasi jaringan, bahan ini sangat efektif untuk mempercepat penyembuhan luka, meningkatkan elastisitas kulit, serta mengurangi tampilan garis halus dan kerutan. SH-Polypeptide-11 sering digunakan dalam produk perawatan kulit anti-penuaan dan pemulihan kulit karena kemampuannya untuk memperkuat matriks ekstraseluler dan menjaga struktur kulit tetap kencang dan kenyal.",Normal
sh-polypeptide-9,SH-Polypeptide-9,"Vascular Endothelial Growth Factor, VEGF, rh-Polypeptide-9, part of BIO-Placenta",cell-communicating ingredient,"SH-Polypeptide-9, yang juga dikenal sebagai Vascular Endothelial Growth Factor (VEGF), adalah peptida sintetis yang meniru faktor pertumbuhan alami dalam tubuh manusia. Dalam perawatan kulit, bahan ini berfungsi sebagai agen komunikasi seluler yang sangat kuat dengan cara merangsang pembentukan pembuluh darah baru (angiogenesis). Proses ini meningkatkan mikrosirkulasi dan aliran nutrisi serta oksigen ke sel-sel fibroblas di lapisan dermis, yang pada gilirannya mendukung produksi kolagen, mempercepat penyembuhan luka, dan meningkatkan vitalitas kulit secara keseluruhan. Bahan ini sering ditemukan sebagai bagian dari campuran faktor pertumbuhan untuk memberikan efek anti-penuaan yang komprehensif, seperti mengurangi kerutan dan meningkatkan elastisitas kulit.",Normal
saccharide-isomerate,Saccharide Isomerate,,moisturizer/humectant,"Saccharide Isomerate, yang dikenal dengan nama dagang Pentavitin, adalah kompleks karbohidrat alami yang berasal dari tanaman (umumnya jagung) dan berfungsi sebagai pelembap (humektan) yang sangat efektif. Bahan ini memiliki struktur molekul yang sangat mirip dengan Natural Moisturizing Factor (NMF) pada kulit manusia, sehingga memungkinkannya untuk mengikat sel-sel kulit dengan kuat seperti magnet dan memberikan hidrasi mendalam yang tahan lama hingga 72 jam, bahkan setelah dibilas. Selain kemampuannya dalam mengunci kelembapan, Saccharide Isomerate bekerja memperkuat sawar kulit (skin barrier), menenangkan iritasi, serta memperbaiki tekstur kulit agar tampak lebih halus dan kenyal. Karena sifatnya yang lembut dan non-iritasi, bahan ini sangat ideal untuk semua jenis kulit, termasuk kulit sensitif, kering, dan dehidrasi, serta sering digunakan dalam produk perawatan rambut untuk menghidrasi kulit kepala.",Normal
saccharomyces-cerevisiae-extract,Saccharomyces Cerevisiae Extract,Baker's Yeast,moisturizer/humectant,"Saccharomyces Cerevisiae Extract, yang lebih dikenal sebagai ekstrak ragi roti (Baker's Yeast), adalah bahan alami kaya nutrisi yang diperoleh melalui proses fermentasi. Bahan ini mengandung campuran kompleks vitamin B, asam amino, mineral, dan peptida yang bekerja secara sinergis untuk menghidrasi kulit serta memperkuat sawar kulit (skin barrier). Dalam perawatan kulit, ekstrak ini berfungsi sebagai humektan yang sangat efektif untuk mengikat kelembapan dan meningkatkan energi seluler (ATP), sehingga mampu merangsang regenerasi sel dan memperbaiki tekstur kulit yang kasar. Selain itu, sifat antioksidan dan menenangkannya membantu melindungi kulit dari stres lingkungan serta meredakan iritasi, menjadikannya bahan populer dalam produk anti-penuaan dan pencerah untuk menciptakan tampilan wajah yang lebih segar, kencang, dan bercahaya.",Normal
saccharomyces-ferment,Saccharomyces Ferment,,,"Saccharomyces Ferment adalah bahan alami yang diperoleh melalui proses fermentasi ragi Saccharomyces. Dalam perawatan kulit, bahan ini kaya akan nutrisi penting seperti asam amino, vitamin, dan mineral yang bekerja efektif untuk menghidrasi, menenangkan iritasi, serta memperkuat sawar kulit (skin barrier). Selain sebagai pelembap (humektan) yang luar biasa, filtrat ini memiliki sifat antioksidan yang melindungi kulit dari stres lingkungan dan membantu merangsang produksi kolagen serta elastin untuk mengurangi tanda-penuaan seperti garis halus. Karena kemampuannya dalam memperbaiki tekstur dan mencerahkan warna kulit secara lembut, Saccharomyces Ferment sering digunakan dalam berbagai produk seperti toner, esens, hingga deodoran, dan cocok untuk semua jenis kulit termasuk kulit sensitif.",Normal
saccharomyces-ferment-filtrate,Saccharomyces Ferment Filtrate,,"soothing, moisturizer/humectant","Saccharomyces Ferment Filtrate adalah bahan alami yang diperoleh melalui proses fermentasi dan filtrasi ragi Saccharomyces. Kaya akan nutrisi penting seperti mineral, asam amino, beta-glukan, dan vitamin, bahan ini berfungsi utama sebagai agen penenang (soothing) dan pelembap (humektan) yang efektif. Selain meningkatkan hidrasi dan memperkuat fungsi sawar kulit (skin barrier), ia juga memiliki sifat antioksidan yang melindungi kulit dari stres lingkungan. Bahan ini populer dalam produk perawatan kulit karena kemampuannya untuk memperbaiki tekstur kulit, mengurangi tampilan garis halus, serta memberikan efek mencerahkan dan menyegarkan pada wajah.",Normal
saccharomyces-camellia-sinensis-leaf-cladosiphon-okamuranus-rice-ferment-filtrate,Saccharomyces/​Camellia Sinensis Leaf/​Cladosiphon Okamuranus/​Rice Ferment Filtrate,Hadasei 3TM,moisturizer/humectant,"Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate, yang dikenal dengan nama dagang Hadasei-3, adalah kompleks eksklusif yang terdiri dari tiga superfood Jepang yaitu teh hijau, beras, dan alga yang difermentasi dua kali menggunakan ragi. Berfungsi utama sebagai pelembap dan humektan, bahan ini kaya akan asam amino dan AHA alami (asam laktat) yang bekerja secara sinergis untuk menghidrasi, menghaluskan tekstur kulit, serta memberikan efek kenyal. Kandungan alga membantu meningkatkan hidrasi, beras memberikan nutrisi protein tinggi, sementara teh hijau bertindak sebagai antioksidan kuat untuk melindungi kulit dari radikal bebas dan menenangkan peradangan. Karena proses fermentasinya, molekul dalam bahan ini dipecah menjadi lebih kecil sehingga lebih mudah diserap oleh kulit untuk meningkatkan efektivitas produk perawatan kulit selanjutnya.",Normal
saccharum-officinarum-extract,Saccharum Officinarum Extract,Sugar Cane Extract,moisturizer/humectant,"Saccharum Officinarum (Sugar Cane) Extract adalah bahan alami yang diperoleh dari tanaman tebu dan berfungsi utama sebagai humektan untuk menarik serta menjaga kelembapan kulit. Bahan ini dikenal sebagai sumber alami Glycolic Acid (AHA) yang membantu proses eksfoliasi sel kulit mati, merangsang pembaruan sel, dan memperbaiki tekstur kulit agar lebih halus dan cerah. Selain memberikan hidrasi, ekstrak ini juga memiliki sifat menenangkan dan dapat membantu meningkatkan sintesis kolagen untuk menyamarkan tampilan garis halus serta kerutan.",Normal
